iter	MultiClass
289	0.2103538243
290	0.2101698757
291	0.2100327072
292	0.2098976306
293	0.2097378037
294	0.2095855946
295	0.2094713153
296	0.2093845298
297	0.209297467
298	0.2091261326
299	0.2089844181
300	0.2088614515
301	0.2087314319
302	0.2085774368
303	0.2084657771
304	0.2083260917
305	0.2081843791
306	0.2080725508
307	0.2079644502
308	0.2077921909
309	0.2076561103
310	0.2075348299
311	0.2074284619
312	0.2073154778
313	0.2071621667
314	0.2069971905
315	0.2068894264
316	0.206746792
317	0.2066708507
318	0.2065620952
319	0.2064701713
320	0.2064028685
321	0.2062957567
322	0.206178449
323	0.2061113109
324	0.206012357
325	0.2058541113
326	0.2056679909
327	0.2055068303
328	0.2053927726
329	0.2052933352
330	0.2051749682
331	0.2050610197
332	0.2049967129
333	0.2049184817
334	0.2047573184
335	0.2045817931
336	0.2045094211
337	0.2043529195
338	0.2041881489
339	0.2040455683
340	0.2039062916
341	0.2037505706
342	0.2036752592
343	0.203531145
344	0.2034680253
345	0.2033125961
346	0.2031927173
347	0.2030477797
348	0.2029437929
349	0.2028186003
350	0.2026835457
351	0.2025380321
352	0.2024243345
353	0.20229858
354	0.2021681753
355	0.2020497849
356	0.2018502145
357	0.2017089861
358	0.2015557765
359	0.2015184261
360	0.2014295787
361	0.2013204431
362	0.2012071687
363	0.2011155876
364	0.2009791778
365	0.2008353957
366	0.2007420915
367	0.2006136603
368	0.2004839729
369	0.2003559141
370	0.2002539634
371	0.2001292363
372	0.1999557979
373	0.1998620464
374	0.1997369012
375	0.1996151407
376	0.1994632242
377	0.1993059352
378	0.199212498
379	0.1990954085
380	0.1989567439
381	0.1988525457
382	0.1987473477
383	0.1986889044
384	0.1986272692
385	0.1985596376
386	0.1984083925
387	0.1982448306
388	0.1981073193
389	0.1980308462
390	0.1979539195
391	0.1978712532
392	0.1977785566
393	0.1976820641
394	0.1975597738
395	0.1974404389
396	0.1973426987
397	0.1972641758
398	0.1972020763
399	0.1970809196
400	0.1969373486
401	0.1968788383
402	0.1968139636
403	0.1966593155
404	0.1966136185
405	0.1964580274
406	0.1963817794
407	0.1962507689
408	0.1961469201
409	0.1960713844
410	0.195994253
411	0.1958949194
412	0.1957751192
413	0.1956662364
414	0.1955742749
415	0.1954927628
416	0.1953936909
417	0.1953054005
418	0.1951836127
419	0.195131369
420	0.195041893
421	0.1949424594
422	0.1948430328
423	0.1947092986
424	0.1945657477
425	0.1944545406
426	0.1943552795
427	0.1942258279
428	0.1941298182
429	0.1940404545
430	0.1939016997
431	0.1938124631
432	0.1937484878
433	0.1936010972
434	0.1934600288
435	0.1933554967
436	0.1932424779
437	0.1931471752
438	0.1930216516
439	0.1929642356
440	0.1928128949
441	0.1926743445
442	0.1926071592
443	0.1925285312
444	0.192454732
445	0.1923543771
446	0.1922253747
447	0.1921273606
448	0.1920434559
449	0.1920069636
450	0.191893705
451	0.1917904112
452	0.1916832661
453	0.1915631674
454	0.1915173792
455	0.1914352027
456	0.1913785788
457	0.1913144949
458	0.1911700777
459	0.1910967494
460	0.1910423533
461	0.1909594582
462	0.1908268634
463	0.1907155994
464	0.1905797689
465	0.1905167761
466	0.1903913168
467	0.1902937074
468	0.1902172116
469	0.1901656611
470	0.1900438946
471	0.1899629909
472	0.1898757274
473	0.1898056842
474	0.1897276698
475	0.1896885752
476	0.1896174224
477	0.1895468451
478	0.1894493602
479	0.1893679221
480	0.189321785
481	0.1892601067
482	0.1891361264
483	0.1890643083
484	0.1889826828
485	0.1888967319
486	0.188821768
487	0.1887275642
488	0.1886259382
489	0.1885091458
490	0.1884227777
491	0.1883031118
492	0.1881769755
493	0.1881043003
494	0.1880015003
495	0.1878831088
496	0.1878198275
497	0.1877520269
498	0.1876706
499	0.1876118966
500	0.1875004097
501	0.1873738576
502	0.1873119761
503	0.18719288
504	0.1870972331
505	0.1870277989
506	0.1869825701
507	0.1868905286
508	0.1867834255
509	0.1866677062
510	0.1865651976
511	0.1864738861
512	0.1863653178
513	0.1862372047
514	0.1861518707
515	0.1860482111
516	0.1859395838
517	0.1858946542
518	0.1857862142
519	0.1857180817
520	0.1856144945
521	0.1855562364
522	0.1854817168
523	0.1854045219
524	0.1852770063
525	0.185152067
526	0.185062256
527	0.1849964813
528	0.1848678416
529	0.184809206
530	0.1847355711
531	0.1846273172
532	0.1845527623
533	0.184459219
534	0.1843756256
535	0.1842287762
536	0.1841326061
537	0.1840743971
538	0.183988404
539	0.1838984377
540	0.1837889692
541	0.1836729396
542	0.1835698813
543	0.183435539
544	0.1833325364
545	0.1832461172
546	0.1831857419
547	0.1830802735
548	0.182979782
549	0.1829202107
550	0.1828725611
551	0.1827980571
552	0.1827141177
553	0.1826381412
554	0.1825222693
555	0.1824362489
556	0.1823317005
557	0.1822325972
558	0.1821199241
559	0.182053706
560	0.1819878919
561	0.1819333823
562	0.1818580651
563	0.1817891699
564	0.1816998797
565	0.1816205189
566	0.1815793934
567	0.1814997086
568	0.1814359629
569	0.1813684561
570	0.1812836387
571	0.1811871786
572	0.1810932974
573	0.1810526665
574	0.1809192921
575	0.1808550879
576	0.1807963137
577	0.1807185448
578	0.1806140901
579	0.1805320794
580	0.1804647483
581	0.180341596
582	0.1802798847
583	0.1801751729
584	0.1800875342
585	0.1800148829
586	0.1799231076
587	0.1798551164
588	0.1798048992
589	0.1797096393
590	0.1796464127
591	0.1795576325
592	0.1794957355
593	0.1794193052
594	0.179361242
595	0.1792664038
596	0.1792269681
597	0.179174314
598	0.1790723081
599	0.1790322233
600	0.1789567763
601	0.1788580606
602	0.1787418402
603	0.1786676438
604	0.1786158965
605	0.1785206294
606	0.1784303841
607	0.1783465544
608	0.1782914647
609	0.1782518886
610	0.1781867267
611	0.1780950142
612	0.1780101578
613	0.1779464627
614	0.1778760124
615	0.1778093836
616	0.1777324359
617	0.1776178737
618	0.1775175457
619	0.1774261641
620	0.1773505067
621	0.1772884546
622	0.1772519213
623	0.1771473234
624	0.1770633207
625	0.1769922632
626	0.176923914
627	0.1768723376
628	0.1768420869
629	0.1767442692
630	0.1766868548
631	0.176632381
632	0.1765887127
633	0.1765273658
634	0.1764563021
635	0.1764006911
636	0.1763595619
637	0.1762871622
638	0.1761965986
639	0.1761196335
640	0.1760040973
641	0.1759329505
642	0.1759021155
643	0.1758413734
644	0.1757994384
645	0.175707567
646	0.1756392438
647	0.1755658279
648	0.1754636239
649	0.1754035063
650	0.175342445
651	0.1752390166
652	0.1751996628
653	0.1751126149
654	0.175047743
655	0.1749793243
656	0.1749404321
657	0.1748750242
658	0.1748084601
659	0.1747608999
660	0.1747204335
661	0.1746815089
662	0.1746017136
663	0.1745607226
664	0.1745158733
665	0.1744788759
666	0.1744384191
667	0.1743590233
668	0.1742931589
669	0.1742092645
670	0.1741672842
671	0.1740743928
672	0.1740045235
673	0.173911661
674	0.1738600306
675	0.1737674664
676	0.1736995075
677	0.1735948502
678	0.1735611633
679	0.1735076078
680	0.1734165258
681	0.1733682143
682	0.1732485456
683	0.1731921234
684	0.1731496414
685	0.1731299301
686	0.1730255488
687	0.1729955765
688	0.1729123791
689	0.1728453882
690	0.1727555109
691	0.1726918114
692	0.1726373993
693	0.172563974
694	0.172520814
695	0.1724897581
696	0.1724477018
697	0.1723499902
698	0.1722720881
699	0.1722098963
700	0.1721553634
701	0.1720877138
702	0.1719965392
703	0.1719271343
704	0.171901436
705	0.1718241909
706	0.1718116401
707	0.1717215247
708	0.17164314
709	0.1715735362
710	0.1714807401
711	0.171418589
712	0.1713483302
713	0.1712599858
714	0.1711299394
715	0.1710819294
716	0.1709946944
717	0.1708945162
718	0.1707948975
719	0.1706968918
720	0.1705993475
721	0.1705050519
722	0.170452956
723	0.1703916846
724	0.1703242903
725	0.17025817
726	0.1702115145
727	0.1701643958
728	0.1701454167
729	0.1700917049
730	0.1700253096
731	0.1699409421
732	0.1699164003
733	0.1698439401
734	0.1697895074
735	0.1697486016
736	0.1696281445
737	0.1695929249
738	0.1694940645
739	0.1694444424
740	0.1693592275
741	0.1693110875
742	0.1692492015
743	0.1691619744
744	0.169069953
745	0.1690262994
746	0.1689316688
747	0.1688460863
748	0.1688142745
749	0.1687253695
750	0.1686283153
751	0.1685716778
752	0.1684862823
753	0.1684187956
754	0.1683435738
755	0.1682860182
756	0.1682034263
757	0.1681533953
758	0.1680928691
759	0.1680403044
760	0.1679827812
761	0.1679121264
762	0.1678564356
763	0.1677874778
764	0.1677126865
765	0.1676478217
766	0.1675490693
767	0.1674909762
768	0.1674063191
769	0.1673565125
770	0.1673067248
771	0.1672072593
772	0.1671165026
773	0.1670482718
774	0.1669714799
775	0.1669117144
776	0.1668513805
777	0.166794676
778	0.1667399429
779	0.1666656319
780	0.1666239617
781	0.1665858221
782	0.1665205863
783	0.1664239077
784	0.1663423765
785	0.1662570648
786	0.1661869753
787	0.1661172552
788	0.1660323129
789	0.1659947804
790	0.1659737665
791	0.1658872038
792	0.1657970365
793	0.1657183326
794	0.1656206392
795	0.165547857
796	0.1654785276
797	0.1653982941
798	0.1653786887
799	0.1653191238
800	0.1652714799
801	0.165189082
802	0.1650899964
803	0.1650547102
804	0.1649863496
805	0.1649395423
806	0.1648837658
807	0.1648312217
808	0.1647832202
809	0.1646998565
810	0.1646625209
811	0.1645634147
812	0.1644859278
813	0.1644063024
814	0.1643660426
815	0.1642868387
816	0.1642291532
817	0.164201115
818	0.1641171974
819	0.1640326599
820	0.1639535686
821	0.163899646
822	0.1638501444
823	0.1638138775
824	0.1637531495
825	0.1636895127
826	0.1636206679
827	0.163575081
828	0.1635066116
829	0.1634179176
830	0.1633594994
831	0.1633022256
832	0.1632501087
833	0.1631719802
834	0.1631279027
835	0.1630589166
836	0.1629833367
837	0.1629029092
838	0.1628740449
839	0.1627970372
840	0.1627236121
841	0.1626791619
842	0.1626174252
843	0.1625421444
844	0.162446588
845	0.1623573036
846	0.162320686
847	0.1622461946
848	0.1622225188
849	0.1621440266
850	0.162065424
851	0.1619938892
852	0.1619462006
853	0.1618841104
854	0.1617837706
855	0.1617028197
856	0.1616381247
857	0.1615881994
858	0.1615194953
859	0.1614707279
860	0.1613722074
861	0.1613428011
862	0.1612413698
863	0.1611401848
864	0.1611028737
865	0.1610183737
866	0.1609628451
867	0.1609138441
868	0.1608832971
869	0.160847761
870	0.1607872023
871	0.1607397676
872	0.1606809433
873	0.1605858719
874	0.1605175355
875	0.1604333401
876	0.160398428
877	0.160352797
878	0.1602880197
879	0.1602157064
880	0.1601445797
881	0.1601036335
882	0.160064735
883	0.1600203494
884	0.1599304615
885	0.1598521224
886	0.1597870046
887	0.1596989197
888	0.1596150117
889	0.1595960151
890	0.1595568
891	0.1594861055
892	0.1594334775
893	0.1593851245
894	0.1593220088
895	0.159241064
896	0.1592192913
897	0.1591492847
898	0.1590904511
899	0.1590663321
900	0.1590300658
901	0.158962448
902	0.1588694953
903	0.1588114874
904	0.1587569195
905	0.1587055353
906	0.1586152986
907	0.1585175871
908	0.1584455731
909	0.1584103524
910	0.1583445598
911	0.1582714131
912	0.1582288151
913	0.1581690778
914	0.158132233
915	0.1580801412
916	0.1580372623
917	0.1579644657
918	0.1579370565
919	0.1579156834
920	0.1578655903
921	0.1577997366
922	0.1577509568
923	0.1577006376
924	0.1576647391
925	0.1576141326
926	0.1575450594
927	0.157504228
928	0.1574318973
929	0.1573902337
930	0.1573519525
931	0.1573127363
932	0.1572295078
933	0.1571842455
934	0.1571497319
935	0.1570991918
936	0.1570341649
937	0.1569985596
938	0.1569583654
939	0.156871281
940	0.1568021687
941	0.1567591883
942	0.1567139902
943	0.1566809393
944	0.1566234418
945	0.1565464344
946	0.1564752803
947	0.1564288906
948	0.1563674951
949	0.1563277276
950	0.1562704593
951	0.1562091111
952	0.1561323659
953	0.1560771537
954	0.1560521965
955	0.155993027
956	0.1559144315
957	0.1558398641
958	0.1557888866
959	0.155701918
960	0.1556557398
961	0.1556089336
962	0.1555672762
963	0.1555383757
964	0.1554857569
965	0.1553891907
966	0.1553228167
967	0.1552820987
968	0.1552200051
969	0.1551871662
970	0.1551460279
971	0.1550870357
972	0.1550233159
973	0.1549462814
974	0.1549110996
975	0.1548236135
976	0.1547313406
977	0.1546693912
978	0.154615559
979	0.1545706395
980	0.1545080748
981	0.1544674518
982	0.1543934303
983	0.15435424
984	0.1542732594
985	0.1542000799
986	0.154121707
987	0.1540555192
988	0.1539965186
989	0.1539573324
990	0.1539167177
991	0.1538425635
992	0.1538008192
993	0.1537618816
994	0.1537018354
995	0.1536375759
996	0.153561198
997	0.153519362
998	0.1534575993
999	0.1534261989
